title,author,isbn,goodreads_id,goodreads_shelf,status,owned,rating,page_count,published_year,goodreads_date_read,publisher
The Good Boy's Guide to Being Good: Master Your Humans and Live Your Best Puppin’ Life,Brussels Sprout,9780711265943,58545371,read,read,true,4,128,2022,,White Lion Publishing
Heart Bones,Colleen Hoover,9798671981742,55125640,to-read,unread,true,,336,2020,,Independently published
Noodle and the No Bones Day (Noodle and Jonathan),Jonathan Graziano,9781665927109,60138100,read,read,true,5,32,2022,,Margaret K. McElderry Books
Lily's Promise: Holding On to Hope Through Auschwitz and Beyond―A Bestselling Memoir of Survival,Lily Ebert,9780063230293,59723789,read,read,true,5,320,2022,,HarperOne
"Taken at Birth: Stolen Babies, Hidden Lies, and My Journey to Finding Home",Jane Blasio,9780800739416,55782904,to-read,unread,true,,224,2021,,Revell
The Rabbi of Buchenwald,Rafael Medoff,9781602804265,57950133,to-read,unread,true,,501,2021,,Ktav Publishing House
Five Chimneys,Olga Lengyel,9789354991363,59417374,to-read,unread,true,,234,2021,,Digital Fire
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,,201736852,to-read,unread,true,,347,2023,,Vintage
Uncle Tom's Cabin,Harriet Beecher Stowe,9789354992872,60106182,to-read,unread,true,,633,2021,,Digital Fire
Tatum Comes Home (The Dog Agency Novels),Tatum Talks,9781496739445,144757936,to-read,unread,true,,256,2023,,Kensington
Uncommon Type: Some Stories,Tom Hanks,9781101946169,34409015,to-read,unread,true,,415,2017,,Alfred A. Knopf
The Queen: Her Life,Andrew Morton,9781538700433,61918815,to-read,unread,true,,427,2022,,Grand Central Publishing
The Woman Who Lost Her Face (Enhanced Edition): How Charla Nash Survived the World's Most Infamous Chimpanzee Attack,NBC News,9781938069017,18661715,to-read,unread,true,,98,2012,,
"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents by Lindsay C. Gibson PsyD 1 edition (Textbook ONLY, Paperback)",Lindsay C. Gibson,,137770928,to-read,unread,true,,,1940,,
The Secret Lives of Introverts: Inside Our Hidden World,Jenn Granneman,,31213350,to-read,unread,true,,320,2017,,Skyhorse
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,9780307352156,13642916,to-read,unread,true,,352,2013,,Crown
The Glass Castle,Jeannette Walls,9780743247542,7445,to-read,unread,true,,288,2006,,Scribner
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,9780316322409,17851885,to-read,unread,true,,327,2013,,"Little, Brown and Company"
The Immortal Life of Henrietta Lacks,Rebecca Skloot,9781400052172,6493208,to-read,unread,true,,370,2010,,Crown Publishing Group
"The Hobbit, or There and Back Again",J.R.R. Tolkien,,5907,to-read,unread,true,,366,2002,,Houghton Mifflin
Pride and Prejudice,Jane Austen,,129915654,to-read,unread,true,,400,2023,,Peter Pauper Press
Ugly Love,Colleen Hoover,,17788401,read,read,true,5,330,2014,,Atria Books
"Never Too Far (Rosemary Beach, #2; Too Far, #2)",Abbi Glines,9781301627448,17029526,read,read,true,5,193,2013,,Smashwords
"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen,,16113791,read,read,true,4,283,2012,,
"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,9781476730103,16102004,read,read,true,4,271,2013,,Gallery Books
"Grey (Fifty Shades as Told by Christian, #1)",E.L. James,9781101946343,25644601,read,read,true,5,576,2015,,Vintage
"After Ever Happy (After, #4)",Anna Todd,9781501106408,23214408,read,read,true,3,512,2015,,Gallery Books
"A Beautiful Wedding (Beautiful, #2.5)",Jamie McGuire,9781476759548,18528454,read,read,true,4,146,2013,,Atria Books
"After We Fell (After, #3)",Anna Todd,9781476792507,22609080,read,read,true,3,837,2014,,Gallery Books
"After We Collided (After, #2)",Anna Todd,9781476792491,22540125,read,read,true,3,674,2014,,Gallery Books
"After (After, #1)",Anna Todd,9781476792484,22557520,read,read,true,4,582,2014,,Gallery Books
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,9780540027347,29056083,read,read,true,3,343,2016,,"Little, Brown"
The Silent Patient,Alex Michaelides,9781250301697,40097951,to-read,unread,true,,336,2019,,Celadon Books
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,9781635575569,50659467,to-read,unread,true,,419,2020,,Bloomsbury Publishing
The Time Traveler's Wife,Audrey Niffenegger,9781939126016,18619684,to-read,unread,true,,537,2013,,Zola Books
Of Mice and Men,John Steinbeck,9780142000670,890,to-read,unread,true,,107,2002,,Penguin Books
The Help,Kathryn Stockett,9780399155345,4667024,to-read,unread,true,,451,2009,,G.P. Putnam's Sons
Where the Crawdads Sing,Delia Owens,9780735219113,36809135,to-read,unread,true,,384,2018,,G.P. Putnam’s Sons
Lord of the Flies,William Golding,9780140283334,7624,to-read,unread,true,,182,1999,,Penguin Books
To Kill a Mockingbird,Harper Lee,,56916837,to-read,unread,true,,323,2021,,Harper Perennial Modern Classics
