title,author,genre,subgenre,isbn,page_count,rating,status,owned,synopsis,date_added
Whereâ€™s Mom Now That I Need Her: Surviving Away from Home,"Frandsen, Betty Rae, Frandsen, Kent P., Frandsen, Kathryn J.",Culinary,,9780961539009,,,unread,true,"This book is full of hints about nutrition, grocery shopping, laundry and clothing care, first aid, recipes for quick, easy meals and  lots more.  Also available in Paperback. (ISBN 0-9615390-11)",2024-09-23
While It Lasts,Abbi Glines,Erotic,,9781442488663,304,,unread,true,"Low broke Cageâ€™s heart by getting with Marcus in Because of Low. Cage went into a tailspin that ended in a DUI. In order to salvage his baseball scholarshipâ€”the one thing he truly valued besides Lowâ€”Cage must take a summer job. At a farm. Away from Sea Breeze. With lots of cows, but no hot girls. Maybe thatâ€™s what Cage needs to get back on track.",2024-10-25
Whiskey in a Teacup,Reese Witherspoon,Autobiography,Autobiography,9781501166273,303,,unread,true,"Academy Awardâ€“winning actress, producer, and entrepreneur Reese Witherspoon invites you into her world, where she infuses the southern style, parties, and traditions she loves with contemporary flair and charm. Reese Witherspoonâ€™s grandmother Dorothea always said that a combination of beauty and strength made southern women â€œwhiskey in a teacup.â€ We may be delicate and ornamental on the outside, she said, but inside weâ€™re strong and fiery. Reeseâ€™s southern heritage informs her whole ",2024-10-25
Whistling Past the Graveyard,Susan Crandall,Fiction,,9781476740041,336,,unread,true,"â€Fleeing her strict grandmotherâ€™s home in 1963 Mississippi, 9-year-old Starla Claudelle becomes an unlikely companion to an African-American woman at whose side she learns harsh lessons about period segregation and family. By the RITA-winning author of Back Roads. 50,000 first printing.â€",2024-09-23
Who Was Charlie Chaplin?,Patricia Brennan Demuth,,,9780448490168,112,,unread,true,"Who was the real Charlie Chaplin? Kids will learn all about the comic genius who created â€The Little Trampâ€! Charlie Chaplin sang on a London stage for the first time at the age of five. Performing proved to be his salvation, providing a way out of a life of hardship and poverty. Success came early and made Chaplin one of the best loved people in the United States until the McCarthy witch hunts drove Chaplin from his adopted country. This is a moving portrait of a multi-talented man--actor, ",2025-06-30
Who Was Walt Disney?,Whitney Stewart,Biography,Kids Chapter Book,9780448450520,106,,unread,true,"Highlights the life and accomplishments of the famous cartoonist who created Mickey Mouse, Snow White and the Seven Dwarfs, and Bambi and was the owner of Walt ...",2025-12-20
Why Men Marry Bitches,Sherry Argov,How-To,Dating,9780743276375,246,,unread,true,,2024-09-23
Wicked,Gregory Maguire,Fantasy,Rated Young Adult (12 - 18+),9780062852847,456,,unread,true,"The New York Times bestseller and basis for the Tony Award-winning hit musical, soon to be a major motion picture starring Cynthia Erivo and Ariana Grande. With millions of copies in print around the world, Gregory Maguireâ€™s Wicked is established not only as a commentary on our time but as a novel to revisit for years to come. Wicked relishes the inspired inventions of L. Frank Baumâ€™s 1900 novel, The Wonderful Wizard of Oz, while playing sleight of hand with our collective memories of the 19",2025-03-29
Without Fail,Lee Child,Action,,9780515135282,401,,unread,true,"What better way to test the security surrounding a U.S. vice president-elect than to hire someone skilled in the killing arts to penetrate his protection? Assassination strategy, though, is only part of the assignment facing Jack Reacher in Without Fail. This restive, blunt-edged ex-military cop must also determine whether recent threats against VP-to-be Senator Brook Armstrong are legitimate or are primarily intended to embarrass the perfectionist head of Armstrongâ€™s new Secret Service detail",2024-10-25
Without Merit,Colleen Hoover,Romance,Mental Health,9781501170621,359,,unread,true,"From the #1 New York Times bestselling author of It Ends With Us and November 9 comes a moving and haunting novel of family, love, and the power of the truth. â€œNot every mistake deserves a consequence. Sometimes the only thing it deserves is forgiveness.â€ The Voss family is anything but normal. They live in a repurposed church, newly baptized Dollar Voss. The once cancer-stricken mother lives in the basement, the father is married to the motherâ€™s former nurse, the little half-brother isnâ€",2024-10-25
World War Z,Max Brooks,Fantasy,Zombies,9780307346612,259,,unread,true,"A documentary tale of the survivors of the zombie plague, ten years after victory over the zombies.",2024-10-25
Worth Dying For,Lee Child,Action,Jack Reacher,9780385344319,384,,unread,true,"Thereâ€™s deadly trouble in the corn country of Nebraska . . . and Jack Reacher walks right into it. First he falls foul of the Duncans, a local clan that has terrified an entire county into submission. But itâ€™s the unsolved, decades-old case of a missing child that Reacher canâ€™t let go.

The Duncans want Reacher goneâ€”and itâ€™s not just past secrets theyâ€™re trying to hide. For as dangerous as the Duncans are, theyâ€™re just the bottom of a criminal food chain stretching halfway around t",2025-12-20
Wrong Place Wrong Time,Gillian McAllister,Fiction,Reeseâ€™s Book Club,9780063252356,370,,unread,true,"INSTANT NEW YORK TIMES BESTSELLER * A REESEâ€™S BOOK CLUB PICK â€Itâ€™s perfection, every word, every moment. A masterpiece . . . One of the best books Iâ€™ve ever read.â€ --Lisa Jewell, #1 New York Times bestselling author â€Absolutely AMAZING. The plot is astonishing--original and ingenious. But itâ€™s much more than that; the love Jen has for her son and her husband is beautiful. The stakes are so high because theyâ€™re so meaningful.â€ --Marin Keyes, internationally bestselling author â€",2026-06-09
Wuthering Heights,Emily Bronte,Drama,,9781908533036,362,,unread,true,"Wuthering Heights is a wild, passionate story of the intense and almost demonic love between Catherine Earnshaw and Heathcliff, a foundling adopted by Catherineâ€™s father. After Mr Earnshawâ€™s death, Heathcliff is bullied and humiliated by Catherineâ€™s brother Hindley and wrongly believing that his love for Catherine is not reciprocated, leaves Wuthering Heights, only to return years later as a wealthy and polished man. He proceeds to exact a terrible revenge for his former miseries. The acti",2024-09-23
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Business,Personal Development,9780762447695,254,,unread,true,"Offers a blunt and irreverent guide to achieving the money, relationships, career, and happiness that one desires through recognizing and doing away with self-sabotaging beliefs and behaviors.",2024-09-23
"You Mean Iâ€™m Not Lazy, Stupid Or Crazy?!","Kelly, Kate, Ramundo, Peggy",Education,ADHD,9780743264488,,,unread,true,"A revised edition of the classic guide to identifying, understanding, and managing Attention Deficit Disorder in adults includes current research findings, ...",2025-12-20
You Were Mine,Abbi Glines,Romance,,9781476776071,256,,unread,true,"Gossip is the ultimate currency in Rosemary Beach, but Bethy and Tripp have managed to keep one big secret to themselves. Eight years ago, Tripp Newark was dating a rich girl he didnâ€™t like and was on his way to Yaleâ€”and a future he didnâ€™t want. The only way he could escape his predictable life would be to give up the money and power that came with his familyâ€™s name. And thatâ€™s exactly what he planned to do. At the end of the summer, he was going to ride off on his Harley and never loo",2024-10-25
Your Brainâ€™s Not Broken,Tamara Rosier Phd,,,9780800739423,208,,unread,true,"If you have ADHD, your brain doesnâ€™t work in the same way as a â€normalâ€ or neurotypical brain does because itâ€™s wired differently. You and others may see this difference in circuitry as somehow wrong or incomplete. It isnâ€™t. It does present you with significant challenges like time management, organization skills, forgetfulness, trouble completing tasks, mood swings, and relationship problems. In Your Brainâ€™s Not Broken, Dr. Tamara Rosier explains how ADHD affects every aspect of you",2025-12-20
Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,Biography,,9781250028662,384,,unread,true,"A tale inspired by the marriage of F. Scott and Zelda Fitzgerald follows their union in defiance of her fatherâ€™s opposition and her scandalous transformation into a Jazz Age celebrity in the literary party scenes of New York, Paris, and the French Riviera.",2025-06-29
Zen as F*ck: A Journal for Practicing the Mindful Art of Not Giving a Sh*t,Monica Sweeney,Humor,,9781250147707,128,,unread,true,"A beautiful, uplifting guided journal for when you just donâ€™t give a f*ck..._x000D_
_x000D_
The road to serenity is ahead, and itâ€™s paved with a f*ck-ton of profanity. When quiet meditation and peaceful mantras arenâ€™t enough to cut through the bullsh*t and brighten your dayâ€”hold close the pages of Zen as F*ck. On each and every page, you can give the good around you a warm f*cking hug and kick the bad on its ass. Journal your way through positive affirmations and cathartic-as-f*ck activi",2024-05-05
