title,author,genre,subgenre,isbn,page_count,rating,status,owned,synopsis,date_added
"Passing of Armies, The",Joshua Lawrence Chamberlain,History,,9780553299922,368,,unread,true,"A member of the Fifth Corps recounts the dramatic final acts of the Civil War, describing Sheridanâ€™s rise, Warrenâ€™s fall, and the slow, inexorable stalking of Leeâ€™s forces across the battle-scarred countryside. Reprint.",2024-09-23
Past Tense,Lee Child,Fiction,,9780399593536,512,,unread,true,"When the body of a stalker is found outside their vacation cabin, Boston lawyer Brady Coyne and his girlfriend Evie are prime suspects, but when Evie disappears, Brady begin to suspect that his lover is more dangerous than he ever imagined. Reprint.",2024-10-25
Penelopeâ€™s Bones,Emily Hauser,,,9780226839684,,,unread,true,"â€Three millennia ago, in an ancient Greece where men spoke and women were silenced, some of the worldâ€™s first epics were born: Homerâ€™s Iliad and Odyssey. But these are not just tales about heroic men. There are scores of women as well-complex, fascinating women whose presence is pivotal to the stories. Essential reading for anyone who loves the novels of Madeline Miller, Pat Barker, or Natalie Haynes, this riveting new history reveals the real women of the Bronze Age Aegean, offering a gro",2025-12-20
People We Meet on Vacation,Emily Henry,Romance,Contemporary Romance,9781984806758,384,,unread,true,"Two best friends. Ten summer trips. One last chance to fall in love. 

From the New York Times bestselling author of Beach Read, a sparkling new novel that will leave you with the warm, hazy afterglow usually reserved for the best vacations. 

Poppy and Alex. Alex and Poppy. They have nothing in common. Sheâ€™s a wild child; he wears khakis. She has insatiable wanderlust; he prefers to stay home with a book. And somehow, ever since a fateful car share home from college many years ago, they are t",2026-02-15
Personal,Lee Child,Action,,9780804178754,458,,unread,true,,2024-10-25
Persuader,Lee Child,Action,,9780440422983,360,,unread,true,"Ten years ago, a key investigation went sour and someone got away with murder. Now a chance encounter brings it all back. Now Reacher sees his one last shot. Some would call it vengeance. Some would call it redemption. Reacher would call itâ€¦justice.",2026-06-09
Poldark: The Stranger From The Sea,Winston Graham,,,,,,unread,true,,2026-03-11
Predestined,Abbi Glines,Fantasy,,9781475102543,299,,unread,true,,2024-10-25
Pride & Prejudice,Jane Austen,Literature,,9780486284736,262,,unread,true,"â€It is a truth universally acknowledged that a single man in possession of a good fortune must be in want of a wife.â€ -- Jane Austen

When Elizabeth Bennet first meets eligible bachelor Fitzwilliam Darcy, she thinks him arrogant and conceited; he is indifferent to her good looks and lively mind. 

When she later discovers that Darcy has involved himself in the troubled relationship between his friend Bingley and her beloved sister Jane, she is determined to dislike him more than ever. 

In t",2024-10-25
Project Hail Mary,Andy Weir,Science Fiction,Apocalyptic,9780593135228,497,,unread,true,"Ryland Grace is the sole survivor on a desperate, last-chance missionâ€”and if he fails, humanity and the earth itself will perish. Except that right now, he doesnâ€™t know that. He canâ€™t even remember his own name, let alone the nature of his assignment or how to complete it. All he knows is that heâ€™s been asleep for a very, very long time. And heâ€™s just been awakened to find himself millions of miles from home, with nothing but two corpses for company. His crewmates dead, his memories fu",2025-12-20
Promise Me Youâ€™ll Shoot Yourself,Florian Huber,,,nocode20210410143251646,,,unread,true,,2024-11-25
Quiet,Susan Cain,Self-Help,Therapy,9780307352156,352,,unread,true,"This extraordinary book has the power to permanently change how we see introverts and, equally important, how introverts see themselves. From the Hardcover edition.",2024-09-23
Race Against Death,Deborah Hopkinson,,,,,,unread,true,,2025-06-30
Ready Player One,Ernest Cline,Adventure,,9780804190145,608,,unread,true,"Immersing himself in a mid-21st-century technological virtual utopia to escape an ugly real world of famine, poverty and disease, Wade Watts joins an ...",2024-09-23
Ready Player Two,Ernest Cline,Fantasy,Fiction,9781524761332,384,,unread,true,The highly anticipated sequel to the beloved worldwide bestseller Ready Player One.,2024-10-25
Reflection,Elizabeth Lim,,,9781338661422,408,,unread,true,"When Captain Shang is mortally wounded by Shan Yu in battle, Mulan must travel to the Underworld, Diyu, in order to save him from certain death. But King Yama, the ruler of Diyu, is not willing to give Shang up easily.",2025-06-30
Regretting You,Colleen Hoover,Romance,,9781542016421,356,,unread,true,"The #1 Wall Street Journal bestseller that People Magazine calls â€a poignant, addictive read.â€ From #1 New York Times bestselling author of It Ends with Us comes a novel about family, first love, grief, and betrayal that will touch the hearts of both mothers and daughters. Morgan Grant and her sixteen-year-old daughter, Clara, would like nothing more than to be nothing alike. Morgan is determined to prevent her daughter from making the same mistakes she did. By getting pregnant and married w",2024-10-25
Reminders of Him,Colleen Hoover,Romance,,9781542025607,318,,unread,true,"A troubled young mother yearns for a shot at redemption in this heartbreaking yet hopeful story from #1 New York Times bestselling author Colleen Hoover. After serving five years in prison for a tragic mistake, Kenna Rowan returns to the town where it all went wrong, hoping to reunite with her four-year-old daughter. But the bridges Kenna burned are proving impossible to rebuild. Everyone in her daughterâ€™s life is determined to shut Kenna out, no matter how hard she works to prove herself. The",2024-10-25
Rhett & Linkâ€™s Book of Mythicality,"McLaughlin, Rhett, Neal, Link",Comedy,,9780451496294,272,,unread,true,"#1 NEW YORK TIMES BESTSELLER

From the YouTube superstars and creators ofÂ Good Mythical MorningÂ comes the ultimate guide to living a â€œMythicalâ€ life, featuring stories and photos from their lifelong friendship, as well as awesomely illustrated guides, charts, and activities aimed at laughing more, learning more, and never taking yourself too seriously.
Â 
Thanks for reading this description. Youâ€™re obviously a curious person, which means youâ€™ve already taken your first step towards ach",2024-10-25
Roll Me Up and Smoke Me When I Die,"Friedman, Kinky, Nelson, Willie",Autobiography,,9780062293312,192,,unread,true,"You wonÃ¢Â€Â™t see no sad and teary eyes when I get my wings, and itÃ¢Â€Â™s my time to fly Just call my friends and tell them thereÃ¢Â€Â™s a party, come on by So just roll me up and smoke me when I die In Roll Me Up and Smoke Me When I Die, Willie Nelson muses about his greatest influences and celebrates the family, friends, and colleagues who have blesses his remarkable journey. Willie riffs on music, wives, Texas, politics, horses, religion, marijuana, children, the environment, poker, hogs, N",2025-12-20
Roll and Play: The Game Masters Fantasy Toolkit,Sam Bartlett,Games,,9781838218300,,,unread,true,,2025-07-01
Romancing Mister Bridgerton,Julia Quinn,Romance,,9780380820849,370,,unread,true,"1812
Colin Bridgerton
Penelope Featherington",2026-03-11
Room,Emma Donoghue,Crime,,9780316098328,321,,unread,true,"To five-year-old Jack, Room is the world.

Itâ€™s where he was born. Itâ€™s where he and Ma eat and sleep and play and learn. There are endless wonders that let loose Jackâ€™s imaginationâ€”the snake under Bed that he constructs out of eggshells; the imaginary world projected through the TV; the coziness of Wardrobe beneath Maâ€™s clothes, where she tucks him in safely at night in case Old Nick comes. 

Room is home to Jack, but to Ma itâ€™s the prison where sheâ€™s been held since she was ninet",2025-06-30
Ross Poldark,Winston Graham,Historical Fiction,,9781492622079,400,,unread,true,"The enthralling first book behind Poldark, the major new TV series from Masterpiece on PBS. 

In the first novel of Winston Grahamâ€™s hit series, a weary Ross Poldark returns to England from war, looking forward to a joyful homecoming with his beloved Elizabeth. But instead he discovers his father has died, his home is overrun by livestock and drunken servants, and Elizabeth - believing Ross to be dead - is now engaged to his cousin. Ross has no choice but to start his life anew. 

Thus begins ",2026-03-11
Running Blind,Lee Child,Adventure,,9780515143508,486,,unread,true,A serial killer of women is tied to Jack Reacher,2024-10-25
Rush Too Far,Abbi Glines,Romance,,9781476775944,256,,unread,true,"Get ready to fall hard for RushÃ¢Â€Â¦ Fallen Too Far introduced us to Rush Finlay, the gorgeous charming son of a famous rock star, and Blaire Wynn, the girl from Alabama who rode into Rosemary Beach, Florida, in a pick-up truck with a gun under the seat looking for her estranged father. United under one roof by the surprising marriage of their parents, Rush and Blaire couldnâ€™t hate each other more. But it only took a summer to for everything to changeÃ¢Â€Â¦ Fallen Too Far was Blaireâ€™s story",2024-10-25
SOC Voodoo Histories,David Aaronovitch,,,9781594484988,416,,unread,true,,2024-09-23
Sandwich,Catherine Newman,Literature,,9780063345171,226,,unread,true,"INSTANT NEW YORK TIMES BESTSELLER â€Sandwich is joy in book form. I laughed continuously, except for the parts that made me cry. Catherine Newman does a miraculous job reminding us of all the wonder there is to be found in life.â€--Ann Patchett, New York Times bestselling author of Tom Lake â€If you like my novels, you will love love love this . . . . I stand in awe, itâ€™s just perfect.â€--Elin Hilderbrand, #1 New York Times bestselling author of Swan Song â€A total delight.â€--Kate Chris",2026-06-09
Sandwich,Catherine Newman,Literature,,9780063345171,226,,unread,true,"INSTANT NEW YORK TIMES BESTSELLER â€Sandwich is joy in book form. I laughed continuously, except for the parts that made me cry. Catherine Newman does a miraculous job reminding us of all the wonder there is to be found in life.â€--Ann Patchett, New York Times bestselling author of Tom Lake â€If you like my novels, you will love love love this . . . . I stand in awe, itâ€™s just perfect.â€--Elin Hilderbrand, #1 New York Times bestselling author of Swan Song â€A total delight.â€--Kate Chris",2026-06-09
"Scarlet Letter, The",Nathaniel Hawthorne,Drama,,9781848373235,,,unread,true,"The Scarlet Letter is an 1850 romantic work of fiction in a historical setting, written by Nathaniel Hawthorne. It is considered to be his magnum opus. 

Set in 17th-century Puritan Boston, it tells the story of Hester Prynne, a beautiful young woman who is also an outcast. In the eyes of her neighbours she has committed an unforgivable sin. 

Everyone knows that her little daughter, Pearl, is the product of an illicit affair but no one knows the identity of Pearlâ€™s father. Hesterâ€™s refusal ",2024-09-23
Scarlett The Sequel To Margaret Mitchellâ€™s Gone With The Wind,Alexandra Ripley,,,nocode20200527193310373,,,unread,true,,2024-05-05
"Secret Lives of Introverts, The",Jenn Granneman,,,9781510721029,224,,unread,true,"Is there a hidden part of you that no one else sees? Do you have a vivid inner world of thoughts and emotions that your peers and loved ones canâ€™t seem to access? Have you ever been told youâ€™re too â€quiet,â€ â€shy,â€ â€boring,â€ or â€awkwardâ€? Are your habits and comfort zones questioned by a society that doesnâ€™t seem to get the real you? If so, you might be an introvert. On behalf of those who have long been misunderstood, rejected, or ignored, fellow introvert Jenn Granneman wr",2024-09-23
Secrets Of The Sexually Irrestible Woman,Graham Masterton,,,,,,unread,true,,2025-06-30
Shoeless Joe,W.P. Kinsella,Fiction,,9780395957738,265,,unread,true,,2026-02-15
Shout,Laurie Halse Anderson,Poetry,,9780670012107,304,,unread,true,"The book SHOUT showcases stunning art and insightful words of 90 children with physical, intellectual and medical challenges. It also details how to set-up a Buddy Program (pairing able bodied and challenged students) in your own school.",2025-06-30
"Silent Patient, The",Alex Michaelides,Suspense,,9781250301697,336,,unread,true,"Alicia Berensonâ€™s life is seemingly perfect. A famous painter married to an in-demand fashion photographer, she lives in a grand house with big windows overlooking a park in one of Londonâ€™s most desirable areas. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word. Aliciaâ€™s refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that c",2024-10-25
Simple Perfection,Abbi Glines,Romance,,9781476756523,272,,unread,true,"Della struggles with the ghosts of her past while trying to hide her true feelings from Woods, who is reeling from the sudden death of his father.",2024-10-25
Sisters Under the Rising Sun,Heather Morris,,,9781250320551,,,unread,true,,2024-09-23
Slammed,Colleen Hoover,Romance,Young Adult Romance,9781476715902,352,,unread,true,"Following the unexpected death of her father, 18-year-old Layken is forced to be the rock for both her mother and younger brother. Outwardly, she appears resilient and tenacious, but inwardly, sheâ€™s losing hope.

Enter Will Cooper. The attractive, 21-year-old new neighbor with an intriguing passion for slam poetry and a unique sense of humor. Within days of their introduction, Will and Layken form an intense emotional connection, leaving Layken with a renewed sense of hope.

Not long after an ",2024-10-25
Slammed 2: Point Of Retreat,Colleen Hoover,Romance,,9781476715926,302,,unread,true,"Layken and Will have managed to overcome the obstacles that threatened to destroy their love, proving that they are destined for one another. What they are about to learn, however, is that the things that have brought them together may be the very things that ruin their connection foreverâ€¦

Layken is left second-guessing the relationship, whilst Will is jumping over hurdles to prove his love for her. What the young lovers discover about themselves along this journey may change their entire wor",2024-10-25
Snoop: What Your Stuff Says About You,"Gosling, Sam, Sam, Gosling,",Popular Culture,,nocode20120408210428327,,,unread,true,,2025-06-30
So You Want To Be A Game Master?,Justin Alexander,Games,,9781645679158,,,unread,true,"More people than ever are discovering Dungeons and Dragons, the tabletop roleplay system that lets you adventure with your friends while playing as fantasy characters. But planning and running your own game can be intimidating to newcomers - where do you start? Justin Alexander is here to help. Heâ€™s the writer behind The Alexandrian, a well-known trove for new and seasoned Dungeon Masters alike. Heâ€™s known for teaching readers about gameplay mechanics in a fun, approachable way, breaking dow",2025-07-01
Sometimes It Lasts,Abbi Glines,Young Adult,,9781481406703,288,,unread,true,"Get ready for another steamy summer fling fromthe NYT bestselling author and online sensation, Abbi Glines. Cage is back and heâ€™s hotter than ever... After waiting for his big break, bad boy Cage York is finally called up to prove his worth in the baseball college arena. But when Cageâ€™s girlfriend, Eva, mourns the sudden loss of her father, itâ€™s not Cageâ€™s comforting arms she runs to, but those of her former fiancÃƒÂ©â€™s twin brother, Jeremy. Torn between his baseball dream and the girl",2024-10-25
Son,Lois Lowry,Science Fiction,,9780544336254,400,,unread,true,The giver series,2024-10-25
Soul Survivor,Bruce Leininger,Christian,,9780446509343,272,,unread,true,,2026-06-09
South Of Broad,Pat Conroy,Drama,,9780385413053,512,,unread,true,,2024-10-25
Spare,Prince Harry,Memoir,British Royalty,9780593593806,407,,unread,true,"It was one of the most searing images of the twentieth century: two young boys, two princes, walking behind their motherâ€™s coffin as the world watched in sorrowâ€”and horror. As Diana, Princess of Wales, was laid to rest, billions wondered what the princes must be thinking and feelingâ€”and how their lives would play out from that point on. For Harry, this is that story at last. With its raw, unflinching honesty, Spare is a landmark publication full of insight, revelation, self-examination, an",2024-10-25
Speak,Laurie Halse Anderson,Fiction,,9780439640107,,4,read,true,"Melinda Sordino busted an end-of-summer party by calling the cops. Now her old friends wonâ€™t talk to her, and people she doesnâ€™t even know hate her from a distance. The safest place to be is alone, inside her own head. But even thatâ€™s not safe. Because thereâ€™s something sheâ€™s trying not to think about, something about the night of the party that, if she let it in, would blow her carefully constructed disguise to smithereens. And then she would have to speak the truth. This extraordinar",2024-09-23
States,Publication International,Childrenâ€™s,,9780785396000,,,unread,true,,2024-10-25
Steel My Soldiersâ€™ Hearts,Colonel David H. Hackworth,History,,9780743246132,464,,unread,true,"The commanding officer of an infantry battalion in Vietnam in 1969 recounts how he took over a demoralized unit of ordinary draftees and turned it into an elite fighting force, and describes its accomplishments.",2024-05-05
Still Me,Christopher Reeve,Autobiography,,9780679452355,309,,unread,true,Still Me by Christopher Reeve (1998),2024-11-25
Stories of Scottsboro,James Goodman,,,9780679761594,465,,unread,true,"""A rich and compelling narrative, as taut and suspenseful as good fiction. In places, Stories of Scottsboro is almost heartbreaking, not least because Goodman shows what people felt as well as what they thought.â€ -- Washington Post Book World To white Southerners, it was ""a heinous and unspeakable crimeâ€ that flouted a taboo as old as slavery. To the Communist Party, which mounted the defense, the Scottsboro case was an ideal opportunity to unite issues of race and class. To jury after jury,",2024-09-23
"Subtle Art of Not Giving a Fuck: A Counterintuitive Approach to Living a Good Life, The",Mark Manson,Self-Help,,9780062457714,212,,unread,true,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (2016),2025-12-20
Sunrise on the Reaping,Suzanne Collins,Science Fiction,,9781546171461,382,,unread,true,"As the day dawns on the fiftieth annual Hunger Games, fear grips the districts of Panem. This year, in honor of the Quarter Quell, twice as many tributes will be taken from their homes.

Back in District 12, Haymitch Abernathy is trying not to think too hard about his chances. All he cares about is making it through the day and being with the girl he loves.

When Haymitchâ€™s name is called, he can feel all his dreams break. Heâ€™s torn from his family and his love, shuttled to the Capitol with ",2025-03-24
Super Freakonomics,"Levitt, Steven D., Dubner, Stephen J.",,,9780060889579,270,,unread,true,"The Freakquel is here. In their new international bestseller, Superfreakonomics, Steven Levitt and Stephen Dubner look deeper, question harder and uncover even more hidden truths about our world, from terrorism to shark attacks, cable TV to hurricanes. They ask, among other things:

- Whats a sure-fire way to catch a terrorist?
- Are people hard-wired for altruism or selfishness?
- Which cancer does chemotherapy work best for?
- Why is saving the planet easier than we think?

Sometimes, the supe",2025-07-01
Take A Chance,Abbi Glines,Erotic,,9781476756547,276,,unread,true,"When Harlow Manningâ€™s rocker father goes on tour, he sends her to Rosemary Beach, Florida, to live with her half-sister, Nan. The problem: Nan despises her. Harlow has to keep her head down if she wants to get through the next nine months, which seems easy enough. Until gorgeous Grant Carter walks out of Nanâ€™s room in nothing but his boxer briefs.",2025-06-29
Taken at Birth,Jane Blasio,,,9780800739416,224,,unread,true,"From the 1940s through the 1960s, young pregnant women entered the front door of a clinic in a small North Georgia town. Sometimes their babies exited out the back, sold to northern couples who were desperate to hold a newborn in their arms. But these werenâ€™t adoptions--they were transactions. And one unethical doctor was exploiting other peopleâ€™s tragedies. Jane Blasio was one of those babies. At six, she learned she was adopted. At fourteen, she first saw her birth certificate, which led h",2024-10-25
Tales of Beedle the Bard,J. K. Rowling,Fantasy,Harry Potter,9780545128285,111,,unread,true,"The Tales of Beedle the Bard contains five richly diverse fairy tales, each with its own magical character, that will variously bring delight, laughter and the thrill of mortal peril.",2025-06-30
"Tattooist of Auschwitz, The",Heather Morris,Historical Fiction,Holocaust,9780062797155,272,,unread,true,"This beautiful, illuminating tale of hope and courage is based on interviews that were conducted with Holocaust survivor and Auschwitz-Birkenau tattooist Ludwig (Lale) Sokolovâ€”an unforgettable love story in the midst of atrocity. â€œThe Tattooist of Auschwitz is an extraordinary document, a story about the extremes of human behavior existing side by side: calculated brutality alongside impulsive and selfless acts of love. I find it hard to imagine anyone who would not be drawn in, confronted a",2025-12-20
Tatum Comes Home,"Stone, Mica, Talks, Tatum",,,9781496739445,,,unread,true,"Tatum from @hi.this.is.tatum, one of the TikTok and Instagramâ€™s most beloved â€talkingâ€ dogs, stars in this heartfelt and humorous story about a charismatic canineâ€™s journey home. The millions of fans who love Tatumâ€™s distinctive quirks and hilarious voice are in for a treat with this uplifting adventure from The Dog Agency, as are fans of feel-good fiction by Victoria Schade, Annie England Noblin, and Bruce Cameron. AN EXCERPT FROM TATUMâ€™S DIARY: â€Hereâ€™s a few fings I learned on ",2024-10-25
Tears in the Darkness: the Story of the Bataan Death March and itâ€™s Aftermath,"Norman, Michael, Norman, Elizabeth M.",,,9780374272609,464,,unread,true,"For the first four months of 1942, American, Filipino, and Japanese soldiers fought Americaâ€™s first major land battle of World War II: the battle for the tiny Philippine peninsula of Bataan. It ended with the single largest defeat in American military history. This was only the beginning. Until the Japanese surrendered in August 1945, the prisoners of war suffered forty-one months of unparalleled cruelty and savagery. Michael and Elizabeth Norman bring to the story remarkable feats of reportag",2026-02-15
Tell Me Lies,Carola Lovering,Romance,,9781501169656,352,,unread,true,"Lucy Albright is far from her Long Island upbringing when she arrives on the campus of her small California college, and happy to be hundreds of miles from her mother, whom sheâ€™s never forgiven for an act of betrayal in her early teen years. Quickly grasping at her fresh start, Lucy embraces college life and all it has to offerâ€”new friends, wild parties, stimulating classes. And then she meets Stephen DeMarco. Charming. Attractive. Complicated. Devastating.

Confident and cocksure, Stephen s",2026-06-09
Tell Me a Story,Cassandra King Conroy,Biography,Literary memoir; author biography; Southern literature,9780062905635,416,,unread,true,"Bestselling author Cassandra King Conroy looks back on her relationship with her husband, novelist Pat Conroy. After meeting him while she was living a quieter life as a professor and novelist, their friendship grew into a long-distance romance and marriage that lasted eighteen years. In an intimate, poignant account, she reflects on their shared life shaped by literature, food, and the South Carolina Lowcountry, and on the complicated, generous, wounded man behind the public legend. The memoir ",2025-12-20
Terrible But True: Awful Events in American History,Dinah Williams,History,,9780545909723,,,unread,true,,2025-06-30
Tess Of The Dâ€™Urbervilles,"Thomas, Hardy,",Adventure,,9780486415895,,,unread,true,"Young Tess Durbeyfield attempts to restore her familyâ€™s fortunes by claiming their connection with the aristocratic dâ€™Urbervilles. 

But Alec dâ€™Urberville is a rich wastrel who seduces her and makes her life miserable. 

When Tess meets Angel Clare, she is offered true love and happiness, but her past catches up with her and she faces an agonizing moral choice.

Hardyâ€™s indictment of societyâ€™s double standards, and his depiction of Tess as â€a pure woman,â€ caused controversy in his ",2024-10-25
The 7 Habits of Highly Effective People,Stephen R. Covey,Reference,Life Planning,9780671708634,358,,unread,true,A leading management consultant outlines seven organizational rules for improving effectiveness and increasing productivity at work and at home.,2024-10-25
The Accidental President,A. J. Baime,Humor,History,9781328505682,464,,unread,true,"During the atomic, earth-shaking first 120 days of Harry Trumanâ€™s unlikely presidency, an unprepared, small-town man had to take on Germany, Japan, Stalin, and a secret weapon of unimaginable power--marking the most dramatic rise to greatness in American history.",2024-09-23
The Astronaut Wives Club: A True Story,"Lily, Koppel,",Biography,,9781455503247,320,,unread,true,"As Americaâ€™s Mercury Seven astronauts were launched on death-defying missions, television cameras focused on the brave smiles of their young wives. Overnight, these women were transformed from military spouses into American royalty. They had tea with Jackie Kennedy, appeared on the cover of Life magazine, and quickly grew into fashion icons.

Annie Glenn, with her picture-perfect marriage, was the envy of the other wives; JFK made it clear that platinum-blonde Rene Carpenter was his favorite; ",2024-05-05
The Awakening,Kate Chopin,Fantasy,,9780380002450,190,,unread,true,"Book 2
If you had met me a few weeks ago, you probably would have described me as an average teenage girl- someone normal. Now my life has changed forever and Iâ€™m as far away from normal as it gets. A living science excitement- not only can I see ghosts, but I was genetically altered by a sinister organization called the Edison group. What does that mean? For starters, Iâ€™m a teenage necromancy whose powers are out of control: I raise the dead without even trying. Trust me, that is not a powe",2025-06-29
The Ballad Of Songbirds And Snakes,Suzanne Collins,Adventure,,9781338675863,517,,unread,true,"Ambition will fuel him.
Competition will drive him.
But power has its price.
 
It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to outcharm, outwit, and outmaneuver his fellow students to mentor the winning tribute.
 
The odds ",2024-10-25
The Battle of Manila: Poisoned Victory in the Pacific War,Nicholas Evan Sarantakes,History,World War II,9780199948857,521,,unread,true,"â€Douglas MacArthur had a special relationship with the city of Manila. Many years before, when he had decided to make a career in the U.S. Army-like his father-and had bounced around the globe, he kept coming back to the city. He received his first promotion in Manila and contracted malaria so severe, the Army had to send him back to the United States. The city was a constant in a life without many others. He was by any measure an exceptional soldier. At the U.S. Military Academy he earned an ",2026-02-15
The Battle of the Labyrinth,Rick Riordan,Adventure,Fiction Youth,9781423101499,361,,unread,true,Book 4.,2024-10-25
The Best Goodbye,Abbi Glines,,,9781501115318,256,,unread,true,"From #1 New York Times bestselling author Abbi Glines comes the next sizzling novel in the Rosemary Beach series, featuring well-known playboy and Blaireâ€™s half brother, Captain.",2024-10-25
"The Best of The Hardy Boys: Classic Collection, Vol. 2",Franklin W. Dixon,,,9780448436289,,,unread,true,,2025-06-30
The Blood of Olympus,Rick Riordan,Young Adult,,9781368051705,560,,unread,true,"Though the Greek and Roman crewmembers of the Argo II have made progress in their many quests, they still seem no closer to defeating the earth mother, Gaea. Her giants have risen-all of them-and theyâ€™re stronger than ever. They must be stopped before the Feast of Spes, when Gaea plans to have two demigods sacrificed in Athens. She needs their blood-the blood of Olympus-in order to wake. The demigods are having more frequent visions of a terrible battle at Camp Half-Blood. The Roman legion fro",2024-10-25
The Book Thief,Markus Zusak,Fiction,Holocaust,9780375842207,550,,unread,true,"It is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will become busier still. Liesel Meminger and her younger brother are being taken by their mother to live with a foster family outside Munich. Lieselâ€™s father was taken away on the breath of a single, unfamiliar word - Kommunist - and Liesel sees the fear of a similar fate in her mothers eyes. On the journey, Death visits the young boy, and notices Liesel. It will be the first of many near encounters.",2024-10-25
The Bookshop: A History Of The American Bookstore,Evan Friss,History,History,9780593299920,403,,unread,true,"Bookstores have always been unlike any other kind of store, shaping readers and writers, and influencing our tastes, thoughts, and politics. They nurture local communities while creating new ones of their own. Bookshops are powerful spaces, but they are also endangered ones. In The Bookshop, we see the stakes: what has been, and what might be lost.

Evan Frissâ€™s history of the bookshop draws on oral histories, archival collections, municipal records, diaries, letters, and interviews with leadi",2025-12-20
The Boxcar Children,Gertrude Chandler Warner,Childrenâ€™s,Sonlight K & Veritas Press 2,9780807508527,154,,unread,true,"A double puzzle involves an old friend of Aunt Janeâ€™s, romance, and a chase.",2025-06-30
The Boy in the Striped Pajamas,John Boyne,Fiction,Age Rating: 9+,9780385751537,216,,unread,true,"Berlin, 1942.

When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move to a new house far, far away, where there is no one to play with and nothing to do. A tall fence stretches as far as the eye can see and cuts him off from the strange people he can see in the distance.

But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye",2025-08-13
The Boys in the Boat,Daniel James Brown,History,,9780143125471,404,,unread,true,"For readers of Laura Hillenbrandâ€™s Seabiscuit and Unbroken, the dramatic story of the American rowing team that stunned the world at Hitlerâ€™s 1936 Berlin Olympics Daniel James Brownâ€™s robust book tells the story of the University of Washingtonâ€™s 1936 eight-oar crew and their epic quest for an Olympic gold medal, a team that transformed the sport and grabbed the attention of millions of Americans. The sons of loggers, shipyard workers, and farmers, the boys defeated elite rivals first fro",2025-02-14
The Boys in the Boat (Young Readers Adaptation),Daniel James Brown,,,9780147516855,256,,unread,true,â€Based on The boys in the boat: nine Americans and their epic quest for gold at the 1936 Berlin Olympicsâ€--Title page verso.,2025-06-30
The Burning Maze,Rick Riordan,Adventure,,nocode20180503002413935,,,unread,true,"The formerly glorious god Apollo, cast down to earth in punishment by Zeus, is now an awkward mortal teenager named Lester Papadopoulos. In order to regain his place on Mount Olympus, Lester must restore five Oracles that have gone dark. But he has to achieve this impossible task without having any godly powers and while being duty-bound to a confounding young daughter of Demeter named Meg. - Amazon.com",2024-10-25
The Catcher in the Rye,J. D. Salinger,Literature,Classics,9780316769488,234,,unread,true,"The book follows Holden Caulfield from the dorms of Pencey Prep to the streets of New York City as the alienated teenager struggles with growing up and heads full speed into a mental breakdown. We see his obsession with phonies, his curiosity about sex, and his general discomfort in his own skin.",2025-06-29
The Center Cannot Hold,Elyn R. Saks,Science Fiction,,9781401309442,368,,unread,true,"A memoir of paranoid schizophrenia by an accomplished professor recounts her first symptoms at the age of eight, her efforts to hide the severity of her condition, and the obstacles she has overcome in the course of her treatment and marriage.",2025-03-24
"The Choice, Embrace The Possible",Edith Eva Eger,Self-Help,,9781501130793,269,,unread,true,"A New York Times Bestseller â€œIâ€™ll be forever changed by Dr. Egerâ€™s storyâ€¦The Choice is a reminder of what courage looks like in the worst of times and that we all have the ability to pay attention to what weâ€™ve lost, or to pay attention to what we still have.â€â€”Oprah â€œDr. Egerâ€™s life reveals our capacity to transcend even the greatest of horrors and to use that suffering for the benefit of others. She has found true freedom and forgiveness and shows us how we can as well.â€ â€”",2024-09-23
"The Civil War, A Narrative, Fredericksburg To Meridian",Shelby Foote,History,Civil War,9780394746234,988,,unread,true,From Pawpawâ€™s collection,2025-12-20
The Comfort Book,Matt Haig,,,9781786898296,272,,unread,true,"A gem of a book from Matt Haig, the New York Times bestselling author of The Midnight Library, for anyone in search of hope, looking for a path to a more meaningful life, or in need of a little encouragement. Happiness occurs when you forget who youâ€™re expected to be. And what youâ€™re expected to do. Happiness is an accident of self-acceptance. Itâ€™s the warm breeze you feel when you open the door to who you are. Years ago, Matt Haig began writing notes to his future self. These notes were m",2025-01-06
The Culture Code,Daniel Coyle,Business,,9780804176989,304,,unread,true,"An anthropologist and marketing expert reveals techniques that can help companies decode the most powerful symbols within a culture, understand why each culture behaves the way it does, and use this information to devise their own business ...",2024-10-25
